Designator,Mid X,Mid Y,Rotation,Layer
C1,78.74,-83.439,270.0,top
C2,59.73,-89.789,180.0,top
C3,69.81,-89.789,0.0,top
D1,53.34,-74.549,0.0,top
JP1,69.85,-80.899,90.0,top
JP2,104.155,-74.549,90.0,top
JP3,92.71,-74.549,90.0,top
JP4,81.28,-74.549,90.0,top
JP5,69.85,-74.549,90.0,top
R1,52.07,-84.709,90.0,top
SW1,60.325,-77.724,270.0,top
U1,80.01,-122.809,0.0,top
U2,93.98,-84.709,90.0,top
U3,58.42,-101.219,0.0,top
U4,86.343,-101.219,90.0,top
